,score,kappa,accuracy,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time,split
171,0.9,0.8,0.9,cov+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
172,0.575,0.15000000000000002,0.575,imcoh+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
173,0.8500000000000001,0.7,0.8500000000000001,plv+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
174,0.6,0.19999999999999996,0.6,wpli2_debiased+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
175,0.875,0.75,0.875,instantaneous+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,0
176,0.7,0.4,0.7,TRCSP+LDA,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
177,0.875,0.75,0.875,RegCSP+shLDA,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
178,0.825,0.65,0.825,CSP+optSVM,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
179,0.8,0.6,0.8,FgMDM,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
180,0.825,0.65,0.825,ensemble-DR,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
181,0.8500000000000001,0.7,0.8500000000000001,cov+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
182,0.5750000000000001,0.15000000000000002,0.575,imcoh+DR+elasticnet,6,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
183,0.625,0.25,0.625,plv+DR+elasticnet,6,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
184,0.45,-0.10000000000000009,0.45,wpli2_debiased+DR+elasticnet,19,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
185,0.8500000000000001,0.7,0.8500000000000001,instantaneous+DR+elasticnet,19,0.05,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
186,0.875,0.75,0.875,ensemble-noDR,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
187,0.8500000000000001,0.7,0.8500000000000001,cov+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
188,0.6500000000000001,0.30000000000000004,0.65,imcoh+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
189,0.8500000000000001,0.7,0.8500000000000001,plv+elasticnet,64,0.0,3,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,1
